,id,key,name,title,blurb,tags,partype,attack,defense,magic,difficulty,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,lane,Second lane,,18Health,18HealthRegen,18AttackSpeed,18AttackDamage,18Armor,18Spellblock
100,Samira,360,Samira,the Desert Rose,"Samira stares death in the eye with unyielding confidence, seeking thrill wherever she goes. After her Shuriman home was destroyed as a child, Samira found her true calling in Noxus, where she built a reputation as a stylish daredevil taking on...",['Marksman'],Mana,8,5,3,6,530,88,348.88,38,335,26,3,30,0.5,500,3.25,0.55,8.176,0.7,0,0,57,2.3,3.3,0.658,Bot,,,2026,12.6,1.027138,96.1,77,38.5
101,Sejuani,113,Sejuani,Fury of the North,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...","['Tank', 'Fighter']",Mana,5,7,6,4,560,100,400,40,340,34,4.25,32.1,1.25,150,8.5,1,7,0.7,0,0,66,4,3.5,0.688,Jg,,,2260,25.5,1.09736,134,106.25,53.35
102,Senna,235,Senna,the Redeemer,"Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back?”only to be killed, her soul imprisoned in a lantern by the cruel wraith Thresh. But refusing to...","['Marksman', 'Support']",Mana,7,2,6,7,520,75,350,45,330,28,3.5,30,0.5,600,3.5,0.55,11.5,0.4,0,0,50,0,4,0.625,Sup,Bot,,1795,12.85,1.05,50,87.5,38.5
103,Seraphine,147,Seraphine,the Starry-Eyed Songstress,"Born in Piltover to Zaunite parents, Seraphine can hear the souls of others?”the world sings to her, and she sings back. Though these sounds overwhelmed her in her youth, she now draws on them for inspiration, turning the chaos into a symphony. She...","['Mage', 'Support']",Mana,0,0,0,0,500,80,440,40,325,19,3,30,0.5,525,6.5,0.6,10,1,0,0,55,3,1,0.669,Sup,Mid,,1860,16.7,0.78273,106,70,38.5
104,Sett,875,Sett,the Boss,"A leader of Ionia's growing criminal underworld, Sett rose to prominence in the wake of the war with Noxus. Though he began as a humble challenger in the fighting pits of Navori, he quickly gained notoriety for his savage strength, and his ability to...","['Fighter', 'Tank']",Grit,8,5,1,2,600,93,0,0,340,33,4,32,1.25,125,7,0.5,0,0,0,0,60,4,1.75,0.625,Top,Sup,Mid,2181,15.5,0.8109375,128,101,53.25
105,Shaco,35,Shaco,the Demon Jester,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...",['Assassin'],Mana,8,4,6,9,587,89,297.2,40,350,30,3.5,32.1,1.25,125,8.5,0.55,7.156,0.45,0,0,63,3,3,0.694,Jg,Sup,,2100,17.85,1.04794,114,89.5,53.35
106,Shen,98,Shen,the Eye of Twilight,"Among the secretive, Ionian warriors known as the Kinkou, Shen serves as their leader, the Eye of Twilight. He longs to remain free from the confusion of emotion, prejudice, and ego, and walks the unseen path of dispassionate judgment between the spirit...",['Tank'],Energy,3,9,3,4,540,85,400,0,340,34,3,32.1,1.25,125,8.5,0.75,50,0,0,0,60,3,3,0.751,Top,Sup,Jg,1985,21.25,1.13401,111,85,53.35
107,Shyvana,102,Shyvana,the Half-Dragon,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...","['Fighter', 'Tank']",Fury,8,6,3,4,595,95,100,0,350,38,3.35,32.1,1.25,125,8.5,0.8,0,0,0,0,66,3.4,2.5,0.658,Jg,,,2210,22.1,0.93765,123.8,94.95,53.35
108,Singed,27,Singed,the Mad Chemist,"Singed is a Zaunite alchemist of unmatched intellect, who has devoted his life to pushing the boundaries of knowledge?”with no price, even his own sanity, too high to pay. Is there a method to his madness? His concoctions rarely fail, but it appears to...","['Tank', 'Fighter']",Mana,4,8,7,5,580,85,330,45,345,34,3.5,32.1,1.25,125,9.5,0.55,7.5,0.55,0,0,63,3.375,1.9,0.613,Top,,,2025,18.85,0.810999,120.375,93.5,53.35
109,Sion,14,Sion,The Undead Juggernaut,"A war hero from a bygone era, Sion was revered in Noxus for choking the life out of a Demacian king with his bare hands?”but, denied oblivion, he was resurrected to serve his empire even in death. His indiscriminate slaughter claimed all who stood in his...","['Tank', 'Fighter']",Mana,5,9,3,5,545,73,330,42,345,32,3,32.1,1.25,175,7.5,0.8,8,0.6,0,0,68,4,1.3,0.679,Top,,,1786,21.1,0.829059,136,83,53.35
110,Sivir,15,Sivir,the Battle Mistress,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her...",['Marksman'],Mana,9,3,1,4,562,90,284,50,335,26,3.25,30,0.5,500,3.25,0.55,8,0.9,0,0,63,3,1.6,0.625,Bot,,,2092,12.6,0.795,114,81.25,38.5
111,Skarner,72,Skarner,the Crystal Vanguard,"Skarner is an immense crystalline scorpion from a hidden valley in Shurima. Part of the ancient Brackern race, Skarner and his kin are known for their great wisdom and deep connection to the land, as their souls are fused with powerful life crystals...","['Fighter', 'Tank']",Mana,7,6,5,5,601.28,90,320,40,335,38,3.8,32.1,1.25,125,9,0.85,7.206,0.45,0,0,65,4.5,2.1,0.625,Jg,,,2131.28,23.45,0.848125,141.5,102.6,53.35
112,Sona,37,Sona,Maven of the Strings,"Sona is Demacia's foremost virtuoso of the stringed etwahl, speaking only through her graceful chords and vibrant arias. This genteel manner has endeared her to the highborn, though others suspect her spellbinding melodies to actually emanate magic?”a...","['Support', 'Mage']",Mana,5,2,8,4,480,77,340,45,325,28,3.3,30,0.5,550,5.5,0.55,11.5,0.4,0,0,49,3,2.3,0.644,Sup,,,1789,14.85,0.895804,100,84.1,38.5
113,Soraka,16,Soraka,the Starchild,"A wanderer from the celestial dimensions beyond Mount Targon, Soraka gave up her immortality to protect the mortal races from their own more violent instincts. She endeavors to spread the virtues of compassion and mercy to everyone she meets?”even...","['Support', 'Mage']",Mana,2,5,7,3,535,74,425,40,325,32,3.8,30,0.5,550,2.5,0.5,11.5,0.4,0,0,50,3,2.14,0.625,Sup,,,1793,11,0.852375,101,96.6,38.5
114,Swain,50,Swain,the Noxian Grand General,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination??and a new...","['Mage', 'Fighter']",Mana,2,6,9,8,525,85,468,28.5,325,22.72,4,30,0.5,525,7,0.65,8,0.8,0,0,58,2.7,2.11,0.625,Sup,Bot,Mid,1970,18.05,0.8491875,103.9,90.72,38.5
115,Sylas,517,Sylas,the Unshackled,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...","['Mage', 'Assassin']",Mana,3,4,8,5,525,115,280,50,340,27,4,32,1.75,175,9,0.9,7,0.8,0,0,61,3,3.5,0.645,Mid,,,2480,24.3,1.028775,112,95,61.75
116,Syndra,134,Syndra,the Dark Sovereign,"Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...","['Mage', 'Support']",Mana,2,3,9,8,523,90,480,40,330,24.712,3.4,30,0.5,550,6.5,0.6,8,0.8,0,0,53.872,2.9,2,0.625,Mid,,,2053,16.7,0.8375,103.172,82.512,38.5
117,TahmKench,223,Tahm Kench,the River King,"Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...","['Support', 'Tank']",Mana,3,9,6,5,600,100,325,40,335,47,3.5,32.1,1.25,175,6.5,0.55,8,1,0,0,56,3.2,2.5,0.658,Sup,,,2300,15.85,0.93765,110.4,106.5,53.35
118,Taliyah,163,Taliyah,the Stoneweaver,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...","['Mage', 'Support']",Mana,1,7,8,5,532,90,425,30,335,20,3.5,30,0.5,525,7,0.7,9.335,0.85,0,0,58,3.3,1.36,0.625,Jg,,,2062,18.9,0.7695,114.1,79.5,38.5
119,Talon,91,Talon,the Blade's Shadow,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...",['Assassin'],Mana,9,3,1,7,588,95,377.2,37,335,30,3.5,39,1.25,125,8.5,0.75,7.6,0.8,0,0,68,3.1,2.9,0.625,Mid,,,2203,21.25,0.933125,120.7,89.5,60.25
120,Taric,44,Taric,the Shield of Valoran,"Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a...","['Support', 'Fighter']",Mana,4,8,5,3,575,85,300,60,340,40,3.4,32.1,1.25,150,6,0.5,8.5,0.8,0,0,55,3.5,2,0.625,Sup,,,2020,14.5,0.8375,114.5,97.8,53.35
121,Teemo,17,Teemo,the Swift Scout,"Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes...","['Marksman', 'Assassin']",Mana,5,3,7,6,528,90,334,20,330,24.3,3.75,30,0.5,500,5.5,0.65,9.6,0.45,0,0,54,3,3.38,0.69,Top,,,2058,16.55,1.086474,105,88.05,38.5
122,Thresh,412,Thresh,the Chain Warden,"Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with...","['Support', 'Fighter']",Mana,5,6,6,7,560.52,93,273.92,44,335,28,0,30,0.5,450,7,0.55,6,0.8,0,0,56,2.2,3.5,0.625,Sup,,,2141.52,16.35,0.996875,93.4,28,38.5
123,Tristana,18,Tristana,the Yordle Gunner,"While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...","['Marksman', 'Assassin']",Mana,9,3,5,4,559,88,250,32,325,26,3,30,0.5,525,3.75,0.65,7.2,0.45,0,0,61,3.3,1.5,0.656,Bot,,,2055,14.8,0.82328,117.1,77,38.5
124,Trundle,48,Trundle,the Troll King,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission?”not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...","['Fighter', 'Tank']",Mana,7,6,2,5,616,96,281,45,350,37,2.7,32.1,1.25,175,6,0.75,7.5,0.6,0,0,68,3,2.9,0.67,Jg,,,2248,18.75,1.00031,119,82.9,53.35
125,Tryndamere,23,Tryndamere,the Barbarian King,"Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...","['Fighter', 'Assassin']",Fury,10,5,2,5,625.64,98,100,0,345,33,3.1,32.1,1.25,125,8.5,0.9,0,0,0,0,69,3.7,2.9,0.67,Top,,,2291.64,23.8,1.00031,131.9,85.7,53.35
126,TwistedFate,4,Twisted Fate,the Card Master,"Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...",['Mage'],Mana,6,2,6,9,534,94,333,19,330,21,3.15,30,0.5,525,5.5,0.6,8,0.8,0,0,52,3.3,3.22,0.651,Mid,,,2132,15.7,1.0073574,108.1,74.55,38.5
127,Twitch,29,Twitch,the Plague Rat,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...","['Marksman', 'Assassin']",Mana,9,2,3,6,612,86,287.2,40,330,27,3,30,0.5,550,3.75,0.6,7.256,0.45,0,0,59,3.11,3.38,0.679,Bot,,,2074,13.95,1.0691534,111.87,78,38.5
128,Udyr,77,Udyr,the Spirit Walker,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...","['Fighter', 'Tank']",Mana,8,7,4,7,594,99,271,30,350,34,4,32.1,1.25,125,6,0.75,7.5,0.45,0,0,66,5,2.67,0.658,Jg,,,2277,18.75,0.9566662,151,102,53.35
129,Urgot,6,Urgot,the Dreadnought,"Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge?”a prison mine deep beneath Zaun. Emerging in a disaster that...","['Fighter', 'Tank']",Mana,8,5,3,8,585,88,340,45,330,36,4.25,32.1,1.25,350,7.5,0.7,7.25,0.8,0,0,63,4,3.75,0.625,Top,,,2081,19.4,1.0234375,131,108.25,53.35
130,Varus,110,Varus,the Arrow of Retribution,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...","['Marksman', 'Mage']",Mana,7,3,4,2,530,91,360,33,330,27,3.4,30,0.5,575,3.5,0.55,8,0.8,0,0,61,3,4,0.658,Bot,,,2077,12.85,1.10544,112,84.8,38.5
131,Vayne,67,Vayne,the Night Hunter,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...","['Marksman', 'Assassin']",Mana,10,1,1,8,515,89,231.8,35,330,23,3.4,30,0.5,550,3.5,0.55,6.972,0.4,0,0,60,2.36,3.3,0.658,Bot,Top,,2028,12.85,1.027138,100.12,80.8,38.5
132,Veigar,45,Veigar,the Tiny Master of Evil,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...",['Mage'],Mana,2,2,10,7,505,94,490,26,340,23,3.75,32,0.5,550,6.5,0.6,8,0.8,0,0,52,2.7,2.24,0.625,Mid,Sup,,2103,16.7,0.863,97.9,86.75,40.5
133,Velkoz,161,Vel'Koz,the Eye of the Void,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...",['Mage'],Mana,2,2,10,8,520,88,469,21,340,21.88,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,54.9379,3.1416,1.36,0.625,Sup,Mid,,2016,14.85,0.7695,108.3451,81.38,38.5
134,Vi,254,Vi,the Piltover Enforcer,"Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...","['Fighter', 'Assassin']",Mana,8,5,3,4,585,85,295,45,340,30,4,32.1,1.25,125,10,1,8,0.65,0,0,63,3.5,2,0.644,Jg,,,2030,27,0.86296,122.5,98,53.35
135,Viktor,112,Viktor,the Machine Herald,"The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...",['Mage'],Mana,2,4,10,9,530,90,405,25,335,23,4,30,0.5,525,8,0.65,8,0.8,0,0,53,3,2.11,0.658,Mid,,,2060,19.05,0.8940246,104,91,38.5
136,Vladimir,8,Vladimir,the Crimson Reaper,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...",['Mage'],Crimson Rush,2,6,8,7,537,96,2,0,330,23,3.3,30,0.5,450,7,0.6,0,0,0,0,55,3,2,0.658,Top,,,2169,17.2,0.88172,106,79.1,38.5
137,Volibear,106,Volibear,the Relentless Storm,"To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created...","['Fighter', 'Tank']",Mana,7,7,4,3,580,90,350,50,340,31,4,32,1.25,150,9,0.75,6.25,0.5,0,0,60,3,2,0.625,Top,,,2110,21.75,0.8375,111,99,53.25
138,Warwick,19,Warwick,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...","['Fighter', 'Tank']",Mana,9,5,3,3,550,85,280,35,335,33,3.2,32.1,1.25,125,4,0.75,7.466,0.575,0,0,65,3,2.3,0.638,Jg,Top,,1995,16.75,0.887458,116,87.4,53.35
139,Xayah,498,Xayah,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",['Marksman'],Mana,10,6,1,5,590,88,340,40,325,25,3,30,0.5,525,3.25,0.75,8.25,0.75,0,0,60,3.5,3.9,0.625,Bot,,,2086,16,1.039375,119.5,76,38.5
140,Xerath,101,Xerath,the Magus Ascendant,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...",['Mage'],Mana,1,3,10,8,526,92,459,22,340,21.88,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,54.7,3,1.36,0.625,Mid,,,2090,14.85,0.7695,105.7,81.38,38.5
141,XinZhao,5,Xin Zhao,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...","['Fighter', 'Assassin']",Mana,8,6,3,2,570,92,273.8,35,345,35,3.5,32.1,1.25,175,8,0.7,7.256,0.45,0,0,66,3,3.5,0.645,Jg,,,2134,19.9,1.028775,117,94.5,53.35
142,Yasuo,157,Yasuo,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master?”unable to prove his innocence, he was forced to slay his own brother in self...","['Fighter', 'Assassin']",Flow,8,4,4,10,490,87,100,0,345,30,3.4,32,1.25,175,6.5,0.9,0,0,0,0,60,3.2,2.5,0.697,Mid,Bot,Top,1969,21.8,0.993225,114.4,87.8,53.25
143,Yone,777,Yone,the Unforgotten,"In life, he was Yone?”half-brother of Yasuo, and renowned student of his village's sword school. But upon his death at the hands of his brother, he found himself hunted by a malevolent entity of the spirit realm, and was forced to slay it with its own...","['Assassin', 'Fighter']",Flow,8,4,4,8,550,85,500,0,345,28,3.4,32,1.25,175,7.5,0.75,0,0,0,0,60,3,2.5,0.625,Mid,Top,,1995,20.25,0.890625,111,85.8,53.25
144,Yorick,83,Yorick,Shepherd of Souls,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...","['Fighter', 'Tank']",Mana,6,6,4,6,580,100,300,60,340,39,4,32,1.25,175,8,0.8,7.5,0.75,0,0,62,5,2,0.625,Top,,,2280,21.6,0.8375,147,107,53.25
145,Yuumi,350,Yuumi,the Magical Cat,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...","['Support', 'Mage']",Mana,5,1,8,2,480,70,400,45,330,25,3,25,0.3,500,7,0.55,10,0.4,0,0,55,3.1,1,0.625,Sup,,,1670,16.35,0.73125,107.7,76,30.1
146,Zac,154,Zac,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...","['Tank', 'Fighter']",None,3,7,7,8,615,95,0,0,340,33,3.5,32,1.25,175,8,0.5,0,0,0,0,60,3.4,1.6,0.736,Jg,Top,Sup,2230,16.5,0.936192,117.8,92.5,53.25
147,Zed,238,Zed,the Master of Shadows,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...",['Assassin'],Energy,9,2,1,7,584,85,200,0,345,32,3.5,32.1,1.25,125,7,0.65,50,0,0,0,63,3.4,3.3,0.651,Mid,,,2029,18.05,1.016211,120.8,91.5,53.35
148,Ziggs,115,Ziggs,the Hexplosives Expert,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...",['Mage'],Mana,2,4,9,4,536,92,480,23.5,325,21.544,3.3,30,0.5,550,6.5,0.6,8,0.8,0,0,54.208,3.1,2,0.656,Mid,,,2100,16.7,0.87904,106.908,77.644,38.5
149,Zilean,26,Zilean,the Chronokeeper,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...","['Support', 'Mage']",Mana,2,5,8,6,504,82,452,30,335,24,3.8,30,0.5,550,5.5,0.5,11.335,0.8,0,0,51.64,3,2.13,0.625,Sup,,,1898,14,0.8513125,102.64,88.6,38.5
150,Zoe,142,Zoe,the Aspect of Twilight,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...","['Mage', 'Support']",Mana,1,7,8,5,560,92,425,25,340,20.8,3.5,30,0.5,550,6.5,0.6,8,0.65,0,0,58,3.3,2.5,0.625,Mid,,,2124,16.7,0.890625,114.1,80.3,38.5
151,Zyra,143,Zyra,Rise of the Thorns,"Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form?”an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks...","['Mage', 'Support']",Mana,4,3,8,7,504,79,418,25,340,29,3,30,0.5,575,5.5,0.5,13,0.4,0,0,53.376,3.2,2.11,0.625,Sup,,,1847,14,0.8491875,107.776,80,38.5
